Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
website designing company in ahmedabad,1,1,50,17,0.00,https://www.designrush.com/agency/website-design-development/in/ahmedabad,3,0,0.00,0,35400000,"[22,22,55,0,100,33,100,55,77,55,55,44]",2025-09-04,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
top ui ux design companies,2,2,40,25,0.00,https://www.designrush.com/agency/ui-ux-design,3,0,0.00,0,19000000,"[18,18,18,9,18,27,9,18,100,100,100,36]",2025-08-29,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
product design principles,1,1,110,15,2.80,https://www.designrush.com/agency/product-design/trends/product-design-principles,3,0,8.00,0.02,324000000,"[42,52,42,52,42,42,52,33,80,66,52,52]",2025-08-20,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,AI overview
real estate seo service,8,8,140,29,9.40,https://www.designrush.com/agency/search-engine-optimization/real-estate,3,0,28.00,0.01,32100000,"[34,65,53,42,34,42,80,65,53,100,26,34]",2025-08-19,"Local pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
web development company in toronto,4,4,110,23,11.18,https://www.designrush.com/agency/web-development-companies/ca/toronto,3,0,33.00,0.02,48000000,"[12,28,6,0,3,9,53,65,100,65,65,53]",2025-08-17,"Local pack, Related searches",commercial,Organic
utah website builders,3,3,110,26,10.20,https://www.designrush.com/agency/website-design-development/utah,3,0,30.00,0.07,324000000,"[52,41,52,64,64,64,52,52,52,82,100,100]",2025-09-06,"Local pack, Sitelinks, Related searches",commercial,Organic
seo companies manchester,5,5,140,10,0.00,https://www.designrush.com/agency/search-engine-optimization/new-hampshire/manchester,3,0,0.00,0,5330000,"[12,7,7,7,10,17,35,28,82,100,66,66]",2025-09-10,"Local pack, Sitelinks, Related searches",commercial,Organic
digital marketing company in malaysia,4,4,140,59,0.00,https://www.designrush.com/agency/digital-marketing/my,3,0,0.00,0,317000000,"[23,9,52,100,9,9,100,66,100,100,100,100]",2025-08-28,"Local pack, Image pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
web designer glasgow,5,5,140,45,0.00,https://www.designrush.com/agency/website-design-development/uk/glasgow,3,0,0.00,0.17,4460000,"[52,33,52,66,66,52,100,42,80,66,80,80]",2025-08-26,"Local pack, Video, Image, Related searches",commercial,Organic
seo agencies cornwall,7,7,140,29,0.00,https://www.designrush.com/agency/profile/seo-chap-cornwall,3,0,0.00,0,379000,"[2,5,17,7,7,5,17,28,53,66,100,82]",2025-08-25,"Local pack, Related searches",commercial,Organic
digital marketing tacoma,4,4,110,7,0.00,https://www.designrush.com/agency/digital-marketing/washington/tacoma,3,0,0.00,0.03,4470000,"[41,29,23,52,64,82,52,82,100,64,64,52]",2025-08-22,"Local pack, Sitelinks, Related searches",commercial,Organic
it companies in hyd,3,3,110,20,3.51,https://www.designrush.com/agency/it-services/in/hyderabad,3,0,10.00,0.09,36300000,"[100,65,34,42,26,34,34,42,15,26,34,26]",2025-08-18,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
south florida web design,10,10,260,29,13.98,https://www.designrush.com/agency/website-design-development/florida,3,0,41.00,0.1,117000000,"[65,53,65,100,81,81,53,81,100,81,65,53]",2025-08-15,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic
mindgrap,6,6,110,35,0.48,https://www.designrush.com/agency/profile/mindgrap-technologies,3,0,1.00,0.3,30,"[7,15,100,42,80,19,26,34,100,80,19,11]",2025-08-19,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic
computer forensics company,3,3,90,49,8.17,https://www.designrush.com/agency/cybersecurity/digital-forensics,3,0,24.00,0.11,12300000,"[52,42,0,52,100,33,42,33,33,42,100,33]",2025-08-25,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
content marketing malaysia,6,6,90,9,0.00,https://www.designrush.com/agency/content-marketing/my,3,0,0.00,0,691000000,"[11,11,11,29,82,100,64,29,52,100,82,82]",2025-09-01,"Image pack, Sitelinks, Related searches","commercial, informational",Organic
top digital marketing agencies in the us,11,11,260,34,6.03,https://www.designrush.com/agency/digital-marketing,3,0,18.00,0.19,150000000,"[35,18,43,43,29,100,81,54,54,54,54,35]",2025-09-09,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
web page design illinois,1,1,50,41,18.44,https://www.designrush.com/agency/website-design-development/illinois,3,0,55.00,0.03,1130000000,"[19,100,66,4,4,66,42,4,4,9,9,4]",2025-08-22,"Image pack, Sitelinks, Related searches, AI overview",informational,AI overview
website advertising companies,1,1,110,56,8.85,https://www.designrush.com/agency/digital-marketing,3,0,26.00,0.18,1810000000,"[1,12,0,15,1,6,1,23,29,54,44,4]",2025-08-15,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",AI overview
web design us,5,5,70,88,9.29,https://www.designrush.com/agency/website-design-development/us,3,0,27.00,0.21,4160000000,"[11,22,100,100,55,100,100,33,77,77,55,55]",2025-08-14,"Image pack, Sitelinks, Image, Ads top, Ads bottom, People also ask, Related searches","commercial, informational",Organic
zabi niazi edd,7,7,170,19,0.00,https://www.designrush.com/agency/profile/zabi-niazi,3,0,0.00,0,62,"[100,0,0,0,0,0,0,0,0,0,0,0]",2025-08-16,"Local pack, Video, Image",commercial,Organic
web developer company in pune,1,1,50,43,0.00,https://www.designrush.com/agency/web-development-companies/in/pune,3,0,0.00,0,49000000,"[63,63,36,36,63,0,36,100,45,81,45,36]",2025-08-30,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Organic
ecommerce brands,15,15,720,13,2.85,https://www.designrush.com/agency/ecommerce/small-business,3,0,8.00,0.19,155000000,"[46,37,31,25,25,100,31,31,52,20,31,31]",2025-09-06,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
accounting companies,17,17,1000,76,7.64,https://www.designrush.com/agency/accounting/new-york/new-york-city,3,0,22.00,0.37,435000000,"[36,36,55,45,45,55,62,81,62,81,81,62]",2025-09-08,"Local pack, Image pack, Video, Related searches",commercial,Organic
free social media sites,9,9,170,44,2.68,https://www.designrush.com/agency/social-media-marketing/trends/alternative-social-media,3,0,8.00,0.11,5030000000,"[34,43,43,53,100,43,43,53,53,53,43,43]",2025-08-31,"Sitelinks, Video, Related searches, AI overview",informational,Organic
web designing company in delhi,2,2,70,73,0.00,https://www.designrush.com/agency/web-development-companies/in/delhi,3,0,0.00,0.01,299000000,"[52,52,9,4,9,9,42,33,14,52,66,52]",2025-09-04,"Local pack, Sitelinks, Related searches",commercial,Organic
web designer us,2,2,30,71,9.29,https://www.designrush.com/agency/website-design-development/us,3,0,27.00,0.21,4220000000,"[21,21,14,14,0,0,0,0,0,50,50,50]",2025-09-04,"Local pack, Image pack, Sitelinks, Ads bottom, Related searches, Ads middle",commercial,Organic
seo development company,1,1,90,61,0.00,https://www.designrush.com/agency/search-engine-optimization/texas/houston,3,0,0.00,0,120000000,"[7,7,7,7,7,34,26,42,100,80,80,53]",2025-08-17,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
seo consultants directory,1,1,50,36,0.00,https://www.designrush.com/agency/search-engine-optimization/seo-consultants,3,0,0.00,0.03,6230000,"[11,11,11,11,11,11,11,29,82,100,64,11]",2025-08-29,"Related searches, AI overview",informational,AI overview
bpo contract,2,2,40,4,9.02,https://www.designrush.com/agency/bpo/trends/bpo-agreement,3,0,27.00,0.19,23000000,"[45,45,45,63,63,45,18,18,18,18,18,18]",2025-08-27,"Image pack, Video, Related searches, AI overview",informational,Organic
top mobile app development company usa,1,1,110,43,28.60,https://www.designrush.com/agency/mobile-app-design-development/us,3,0,85.00,0.14,223000000,"[52,64,100,82,52,82,82,41,41,64,100,64]",2025-09-09,"Local pack, Sitelinks, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",AI overview
advertising companies in toronto,5,5,140,29,4.54,https://www.designrush.com/agency/ad-agencies/ca/toronto,3,0,13.00,0.08,203000000,"[65,42,34,65,34,42,42,53,100,42,65,42]",2025-08-24,"Local pack, Sitelinks, Related searches",commercial,Organic
edmonton accounting firms,1,1,50,50,0.00,https://www.designrush.com/agency/accounting/ca/edmonton,3,0,0.00,0,1090000,"[55,55,55,55,55,77,55,44,77,77,77,77]",2025-08-24,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
website development pune,1,1,50,49,0.00,https://www.designrush.com/agency/web-development-companies/in/pune,3,0,0.00,0,95200000,"[11,11,55,55,44,0,100,77,100,100,100,100]",2025-08-30,"Local pack, Sitelinks, Related searches",commercial,Organic
prototype development company,4,4,170,27,14.06,https://www.designrush.com/agency/product-design/prototype,3,0,42.00,0.05,72400000,"[15,15,23,36,29,29,23,19,29,23,36,29]",2025-09-08,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic
web design bangkok,3,3,110,19,0.00,https://www.designrush.com/agency/website-design-development/th,3,0,0.00,0,41100000,"[19,7,7,7,7,7,42,42,80,80,100,100]",2025-08-25,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
web development agency bangkok,4,4,50,23,12.89,https://www.designrush.com/agency/website-design-development/th,3,0,38.00,0.19,5690000,"[9,9,9,27,36,45,36,45,81,100,81,81]",2025-08-30,"Local pack, Sitelinks, Related searches","commercial, informational",Organic
standard web size,7,7,140,24,0.00,https://www.designrush.com/agency/web-development-companies/trends/website-dimensions,3,0,0.00,0.01,827000000,"[18,15,15,15,11,23,18,11,100,54,8,11]",2025-09-06,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
web design company in noida,1,1,90,50,0.00,https://www.designrush.com/agency/website-design-development/in/noida,3,0,0.00,0,96500000,"[28,28,28,21,28,28,34,28,34,28,28,6]",2025-08-19,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic
website design arkansas,3,3,110,50,0.00,https://www.designrush.com/agency/website-design-development/arkansas,3,0,0.00,0,61300000,"[19,14,19,23,19,19,66,100,100,80,100,100]",2025-09-08,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
digital marketing agency north carolina,4,4,110,23,4.83,https://www.designrush.com/agency/digital-marketing/north-carolina,3,0,14.00,0.05,13100000,"[41,29,64,82,64,100,64,52,64,64,100,100]",2025-08-23,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
advertising agency in orlando,3,3,90,63,4.75,https://www.designrush.com/agency/ad-agencies/florida/orlando,3,0,14.00,0.13,19700000,"[4,14,33,100,100,52,52,19,52,42,33,23]",2025-08-28,"Local pack, Sitelinks, Related searches",commercial,Organic
web development companies pune,1,1,50,50,0.00,https://www.designrush.com/agency/web-development-companies/in/pune,3,0,0.00,0,57100000,"[50,35,21,21,50,28,35,35,100,64,50,50]",2025-08-27,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
business it services companies,3,3,110,40,6.92,https://www.designrush.com/agency/it-services,3,0,20.00,0.24,1780000000,"[33,14,100,52,23,52,42,9,80,80,80,23]",2025-08-19,"Local pack, Sitelinks, Related searches",commercial,Organic
local seo company in clearwater fl,7,7,170,14,0.00,https://www.designrush.com/agency/search-engine-optimization/florida/clearwater,3,0,0.00,0.01,565000,"[28,28,35,28,10,28,35,35,43,53,100,53]",2025-08-17,"Local pack, Related searches",commercial,Organic
website design company kolkata,2,2,70,56,0.00,https://www.designrush.com/agency/website-design-development/in/kolkata,3,0,0.00,0,164000000,"[14,35,64,35,100,7,78,35,35,35,50,50]",2025-09-05,"Local pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic
ppc company canada,1,1,90,20,0.00,https://www.designrush.com/agency/paid-media-pay-per-click/ca/vancouver,3,0,0.00,0,5160000,"[29,11,11,29,41,52,52,100,82,52,64,52]",2025-08-26,"Image pack, Related searches, See results about, AI overview",informational,AI overview
graphic design dallas tx,3,3,110,11,4.01,https://www.designrush.com/agency/graphic-design/texas/dallas,3,0,12.00,0.33,21100000,"[64,100,64,64,82,82,82,52,64,41,41,41]",2025-08-15,"Local pack, Image pack, Image, Related searches",commercial,Organic
halltec,7,7,110,26,4.95,https://www.designrush.com/agency/profile/halltec,3,0,14.00,0.8,80,"[6,5,5,100,4,66,2,9,0,0,0,0]",2025-08-15,"Image pack, Sitelinks, Video, Related searches",informational,Organic
singapore web design,5,5,140,56,10.40,https://www.designrush.com/agency/website-design-development/sg,3,0,31.00,0.1,472000000,"[28,6,6,15,43,43,53,34,81,81,100,81]",2025-08-14,"Local pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic
digital marketing in pakistan,1,1,90,45,3.25,https://www.designrush.com/agency/digital-marketing/pk,3,0,9.00,0.14,286000000,"[52,41,41,41,41,23,29,29,82,100,100,52]",2025-08-28,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
best white label social media marketing,1,1,50,20,0.00,https://www.designrush.com/agency/social-media-marketing/trends/best-white-label-social-media-management-services,3,0,0.00,0,929000000,"[18,18,27,18,18,18,63,63,100,63,100,63]",2025-09-01,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,AI overview
north dakota seo,2,2,40,0,0.00,https://www.designrush.com/agency/search-engine-optimization/north-dakota,3,0,0.00,0.01,3260000,"[18,18,18,18,18,18,18,18,36,100,45,63]",2025-09-03,AI overview,"commercial, informational",Organic
website design company miami,3,3,110,46,10.91,https://www.designrush.com/agency/website-design-development/florida/miami,3,0,32.00,0.04,127000000,"[15,19,15,0,11,34,65,65,53,100,65,42]",2025-08-14,"Local pack, Sitelinks, Related searches",commercial,Organic
cambridge web design company,3,3,50,2,0.00,https://www.designrush.com/agency/website-design-development/massachusetts/cambridge,3,0,0.00,0,214000000,"[19,52,42,0,19,19,14,9,23,33,33,33]",2025-09-07,"Knowledge panel, Sitelinks, Image, Related searches, AI overview",commercial,Organic
website developers sydney,4,4,110,38,9.53,https://www.designrush.com/agency/web-development-companies/au/sydney,3,0,28.00,0.11,12000000,"[6,9,0,0,0,0,53,43,65,100,65,65]",2025-08-30,"Local pack, Sitelinks, Related searches",commercial,Organic
application development atlanta,11,11,260,14,14.43,https://www.designrush.com/agency/mobile-app-design-development/georgia/atlanta,3,0,43.00,0.02,108000000,"[15,6,6,5,2,54,15,100,81,19,81,54]",2025-09-04,"Local pack, Video, Related searches, AI overview",informational,Organic
web design agency cambridge,3,3,110,5,0.00,https://www.designrush.com/agency/website-design-development/massachusetts/cambridge,3,0,0.00,0.03,27600000,"[50,35,78,78,64,64,64,64,100,78,100,100]",2025-09-07,"Local pack, Sitelinks, Related searches",commercial,Organic
website design portugal,2,2,70,22,0.00,https://www.designrush.com/agency/website-design-development/pt,3,0,0.00,0.22,709000000,"[36,63,45,81,63,45,45,36,81,100,81,81]",2025-08-17,"Local pack, Related searches",commercial,Organic
web design philadelphia pa,6,6,140,51,7.80,https://www.designrush.com/agency/website-design-development/pennsylvania/philadelphia,3,0,23.00,0.09,81200000,"[35,43,43,100,14,14,18,10,18,22,29,29]",2025-09-11,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
b2b website designers,3,3,40,31,0.00,https://www.designrush.com/agency/website-design-development/b2b,3,0,0.00,0.01,143000000,"[23,23,11,11,23,11,29,11,29,29,41,41]",2025-09-08,"Sitelinks, Video, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic
what is a boutique agency,1,1,90,9,0.00,https://www.designrush.com/agency/creative-agencies/trends/what-is-a-boutique-creative-agency,3,0,0.00,0,113000000,"[52,41,52,64,52,41,41,52,64,52,52,64]",2025-09-01,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,People also ask
what is a boutique agency,2,2,90,9,0.00,https://www.designrush.com/agency/creative-agencies/trends/what-is-a-boutique-creative-agency,3,0,0.00,0,113000000,"[52,41,52,64,52,41,41,52,64,52,52,64]",2025-09-01,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
